season,week_num,day_of_week,gametime_local,home_team,away_team,home_score,away_score,OT_flag,arrests,division_game,Index_num
2011,1,Sunday,1:15:00 PM,Arizona,Carolina,28,21,0,5.0,0,0
2011,4,Sunday,1:05:00 PM,Arizona,New York Giants,27,31,0,6.0,0,1
2011,7,Sunday,1:05:00 PM,Arizona,Pittsburgh,20,32,0,9.0,0,2
2011,9,Sunday,2:15:00 PM,Arizona,St. Louis,19,13,1,6.0,1,3
2011,13,Sunday,2:15:00 PM,Arizona,Dallas,19,13,1,3.0,0,4
2011,14,Sunday,2:05:00 PM,Arizona,San Francisco,21,19,0,4.0,1,5
2011,15,Sunday,2:15:00 PM,Arizona,Cleveland,20,17,1,1.0,0,6
2011,17,Sunday,2:15:00 PM,Arizona,Seattle,23,20,1,4.0,1,7
2012,1,Sunday,1:25:00 PM,Arizona,Seattle,20,16,0,0.0,1,8
2012,3,Sunday,1:05:00 PM,Arizona,Philadelphia,27,6,0,12.0,0,9
2012,4,Sunday,1:05:00 PM,Arizona,Miami,24,21,1,4.0,0,10
2012,6,Sunday,1:05:00 PM,Arizona,Buffalo,19,16,1,1.0,0,11
2012,8,Monday,5:30:00 PM,Arizona,San Francisco,3,24,0,3.0,1,12
2012,12,Sunday,2:25:00 PM,Arizona,St. Louis,17,31,0,7.0,1,13
2012,15,Sunday,2:05:00 PM,Arizona,Detroit,38,10,0,3.0,0,14
2012,16,Sunday,2:25:00 PM,Arizona,Chicago,13,28,0,7.0,0,15
2013,2,Sunday,1:05:00 PM,Arizona,Detroit,25,21,0,7.0,0,16
2013,5,Sunday,1:05:00 PM,Arizona,Carolina,22,6,0,3.0,0,17
2013,7,Thursday,5:25:00 PM,Arizona,Seattle,22,34,0,7.0,1,18
2013,8,Sunday,1:25:00 PM,Arizona,Atlanta,27,13,0,2.0,0,19
2013,10,Sunday,2:25:00 PM,Arizona,Houston,27,24,0,3.0,0,20
2013,12,Sunday,2:05:00 PM,Arizona,Indianapolis,40,11,0,2.0,0,21
2013,14,Sunday,2:25:00 PM,Arizona,St. Louis,30,10,0,4.0,1,22
2013,17,Sunday,2:25:00 PM,Arizona,San Francisco,20,23,0,7.0,1,23
2014,1,Monday,7:20:00 PM,Arizona,San Diego,18,17,0,4.0,0,24
2014,3,Sunday,1:05:00 PM,Arizona,San Francisco,23,14,0,6.0,1,25
2014,6,Sunday,1:25:00 PM,Arizona,Washington,30,20,0,4.0,0,26
2014,8,Sunday,1:05:00 PM,Arizona,Philadelphia,24,20,0,2.0,0,27
2014,10,Sunday,2:25:00 PM,Arizona,St. Louis,31,14,0,1.0,1,28
2014,11,Sunday,2:25:00 PM,Arizona,Detroit,14,6,0,6.0,0,29
2014,14,Sunday,2:05:00 PM,Arizona,Kansas City,17,14,0,2.0,0,30
2014,16,Sunday,6:30:00 PM,Arizona,Seattle,6,35,0,4.0,1,31
2015,1,Sunday,1:05:00 PM,Arizona,New Orleans,31,19,0,3.0,0,32
2015,3,Sunday,1:05:00 PM,Arizona,San Francisco,47,7,0,10.0,1,33
2015,4,Sunday,1:25:00 PM,Arizona,St. Louis,22,24,0,3.0,1,34
2015,7,Monday,5:30:00 PM,Arizona,Baltimore,26,18,0,2.0,0,35
2015,11,Sunday,6:30:00 PM,Arizona,Cincinnati,34,31,0,2.0,0,36
2015,14,Thursday,6:30:00 PM,Arizona,Minnesota,23,20,0,0.0,0,37
2015,16,Sunday,2:25:00 PM,Arizona,Green Bay,38,8,0,5.0,0,38
2015,17,Sunday,2:25:00 PM,Arizona,Seattle,6,36,0,2.0,1,39
2011,1,Sunday,1:05:00 PM,Baltimore,Pittsburgh,35,7,0,1.0,1,40
2011,4,Sunday,8:20:00 PM,Baltimore,New York Jets,34,17,0,0.0,0,41
2011,6,Sunday,4:05:00 PM,Baltimore,Houston,29,14,0,0.0,0,42
2011,8,Sunday,1:00:00 PM,Baltimore,Arizona,30,27,0,0.0,0,43
2011,11,Sunday,1:00:00 PM,Baltimore,Cincinnati,31,24,0,2.0,1,44
2011,12,Thursday,8:20:00 PM,Baltimore,San Francisco,16,6,0,0.0,0,45
2011,14,Sunday,1:00:00 PM,Baltimore,Indianapolis,24,10,0,0.0,0,46
2011,16,Sunday,1:00:00 PM,Baltimore,Cleveland,20,14,0,0.0,1,47
2013,2,Sunday,1:00:00 PM,Baltimore,Cleveland,14,6,0,3.0,1,48
2013,6,Sunday,1:00:00 PM,Baltimore,Green Bay,17,19,0,1.0,0,49
2013,10,Sunday,1:00:00 PM,Baltimore,Cincinnati,20,17,1,0.0,1,50
2013,12,Sunday,1:00:00 PM,Baltimore,New York Jets,19,3,0,3.0,0,51
2013,13,Thursday,8:30:00 PM,Baltimore,Pittsburgh,22,20,0,5.0,1,52
2013,14,Sunday,1:00:00 PM,Baltimore,Minnesota,29,26,0,0.0,0,53
2013,16,Sunday,4:25:00 PM,Baltimore,New England,7,41,0,8.0,0,54
2014,1,Sunday,1:00:00 PM,Baltimore,Cincinnati,16,23,0,0.0,1,55
2014,2,Thursday,8:25:00 PM,Baltimore,Pittsburgh,26,6,0,4.0,1,56
2014,4,Sunday,1:00:00 PM,Baltimore,Carolina,38,10,0,5.0,0,57
2014,7,Sunday,1:00:00 PM,Baltimore,Atlanta,29,7,0,0.0,0,58
2014,10,Sunday,1:00:00 PM,Baltimore,Tennessee,21,7,0,0.0,0,59
2014,13,Sunday,1:00:00 PM,Baltimore,San Diego,33,34,0,0.0,0,60
2014,15,Sunday,1:00:00 PM,Baltimore,Jacksonville,20,12,0,1.0,0,61
2014,17,Sunday,1:00:00 PM,Baltimore,Cleveland,20,10,0,0.0,1,62
2015,3,Sunday,1:02:00 PM,Baltimore,Cincinnati,24,28,0,0.0,1,63
2015,5,Sunday,1:02:00 PM,Baltimore,Cleveland,30,33,1,3.0,1,64
2015,8,Sunday,1:02:00 PM,Baltimore,San Diego,29,26,0,0.0,0,65
2015,10,Sunday,1:05:00 PM,Baltimore,Jacksonville,20,22,0,6.0,0,66
2015,11,Sunday,1:02:00 PM,Baltimore,St. Louis,16,13,0,0.0,0,67
2015,14,Sunday,1:00:00 PM,Baltimore,Seattle,6,35,0,0.0,0,68
2015,15,Sunday,1:00:00 PM,Baltimore,Kansas City,14,34,0,0.0,0,69
2015,16,Sunday,1:00:00 PM,Baltimore,Pittsburgh,20,17,0,4.0,1,70
2011,2,Sunday,1:00:00 PM,Carolina,Green Bay,23,30,0,0.0,0,71
2011,3,Sunday,1:00:00 PM,Carolina,Jacksonville,16,10,0,0.0,0,72
2011,5,Sunday,1:00:00 PM,Carolina,New Orleans,27,30,0,0.0,1,73
2011,7,Sunday,1:00:00 PM,Carolina,Washington,33,20,0,0.0,0,74
2011,8,Sunday,1:00:00 PM,Carolina,Minnesota,21,24,0,0.0,0,75
2011,10,Sunday,1:00:00 PM,Carolina,Tennessee,3,30,0,0.0,0,76
2011,14,Sunday,1:00:00 PM,Carolina,Atlanta,23,31,0,2.0,1,77
2011,16,Saturday,1:00:00 PM,Carolina,Tampa Bay,48,16,0,0.0,1,78
2012,2,Sunday,1:00:00 PM,Carolina,New Orleans,35,27,0,1.0,1,79
2012,3,Thursday,8:20:00 PM,Carolina,New York Giants,7,36,0,1.0,0,80
2012,5,Sunday,4:05:00 PM,Carolina,Seattle,12,16,0,1.0,0,81
2012,7,Sunday,1:00:00 PM,Carolina,Dallas,14,19,0,4.0,0,82
2012,10,Sunday,1:00:00 PM,Carolina,Denver,14,36,0,1.0,0,83
2012,11,Sunday,1:00:00 PM,Carolina,Tampa Bay,21,27,1,0.0,1,84
2012,14,Sunday,1:00:00 PM,Carolina,Atlanta,30,20,0,0.0,1,85
2012,16,Sunday,1:00:00 PM,Carolina,Oakland,17,6,0,1.0,0,86
2013,1,Sunday,1:00:00 PM,Carolina,Seattle,7,12,0,1.0,0,87
2013,3,Sunday,1:00:00 PM,Carolina,New York Giants,38,0,0,5.0,0,88
2013,7,Sunday,1:00:00 PM,Carolina,St. Louis,30,15,0,1.0,0,89
2013,9,Sunday,1:00:00 PM,Carolina,Atlanta,34,10,0,3.0,1,90
2013,11,Monday,8:40:00 PM,Carolina,New England,24,20,0,3.0,0,91
2013,13,Sunday,1:00:00 PM,Carolina,Tampa Bay,27,6,0,0.0,1,92
2013,15,Sunday,4:05:00 PM,Carolina,New York Jets,30,20,0,2.0,0,93
2013,16,Sunday,1:00:00 PM,Carolina,New Orleans,17,13,0,1.0,1,94
2014,2,Sunday,1:00:00 PM,Carolina,Detroit,24,7,0,1.0,0,95
2014,3,Sunday,8:30:00 PM,Carolina,Pittsburgh,19,37,0,5.0,0,96
2014,5,Sunday,1:00:00 PM,Carolina,Chicago,31,24,0,1.0,0,97
2014,8,Sunday,1:00:00 PM,Carolina,Seattle,9,13,0,2.0,0,98
2014,9,Thursday,8:25:00 PM,Carolina,New Orleans,10,28,0,1.0,1,99
2014,11,Sunday,1:00:00 PM,Carolina,Atlanta,17,19,0,0.0,1,100
2014,15,Sunday,1:00:00 PM,Carolina,Tampa Bay,19,17,0,0.0,1,101
2014,16,Sunday,1:00:00 PM,Carolina,Cleveland,17,13,0,0.0,0,102
2015,2,Sunday,1:00:00 PM,Carolina,Houston,24,17,0,0.0,0,103
2015,3,Sunday,1:00:00 PM,Carolina,New Orleans,27,22,0,0.0,1,104
2015,7,Sunday,8:30:00 PM,Carolina,Philadelphia,27,16,0,4.0,0,105
2015,8,Monday,8:30:00 PM,Carolina,Indianapolis,29,26,1,6.0,0,106
2015,9,Sunday,1:00:00 PM,Carolina,Green Bay,37,29,0,2.0,0,107
2015,11,Sunday,1:00:00 PM,Carolina,Washington,33,14,0,3.0,0,108
2015,14,Sunday,1:00:00 PM,Carolina,Atlanta,38,0,0,0.0,1,109
2015,17,Sunday,4:25:00 PM,Carolina,Tampa Bay,38,10,0,3.0,1,110
2011,1,Sunday,12:00:00 PM,Chicago,Atlanta,30,12,0,1.0,0,111
2011,3,Sunday,3:25:00 PM,Chicago,Green Bay,17,27,0,0.0,1,112
2011,4,Sunday,12:00:00 PM,Chicago,Carolina,34,29,0,1.0,0,113
2011,6,Sunday,7:20:00 PM,Chicago,Minnesota,39,10,0,0.0,1,114
2011,10,Sunday,3:15:00 PM,Chicago,Detroit,37,13,0,0.0,1,115
2011,11,Sunday,3:15:00 PM,Chicago,San Diego,31,20,0,0.0,0,116
2011,13,Sunday,12:00:00 PM,Chicago,Kansas City,3,10,0,0.0,0,117
2011,15,Sunday,12:00:00 PM,Chicago,Seattle,14,38,0,1.0,0,118
2012,1,Sunday,12:00:00 PM,Chicago,Indianapolis,41,21,0,0.0,0,119
2012,3,Sunday,12:00:00 PM,Chicago,St. Louis,23,6,0,1.0,0,120
2012,7,Monday,7:30:00 PM,Chicago,Detroit,13,7,0,1.0,1,121
2012,8,Sunday,12:00:00 PM,Chicago,Carolina,23,22,0,0.0,0,122
2012,10,Sunday,7:20:00 PM,Chicago,Houston,6,13,0,3.0,0,123
2012,12,Sunday,12:00:00 PM,Chicago,Minnesota,28,10,0,1.0,1,124
2012,13,Sunday,12:00:00 PM,Chicago,Seattle,17,23,1,0.0,0,125
2012,15,Sunday,12:00:00 PM,Chicago,Green Bay,13,21,0,2.0,1,126
2013,1,Sunday,12:00:00 PM,Chicago,Cincinnati,24,21,0,0.0,0,127
2013,2,Sunday,12:00:00 PM,Chicago,Minnesota,31,30,0,0.0,1,128
2013,5,Sunday,12:00:00 PM,Chicago,New Orleans,18,26,0,0.0,0,129
2013,6,Thursday,7:25:00 PM,Chicago,New York Giants,27,21,0,2.0,0,130
2013,10,Sunday,12:00:00 PM,Chicago,Detroit,19,21,0,0.0,1,131
2013,11,Sunday,12:00:00 PM,Chicago,Baltimore,23,10,1,2.0,0,132
2013,14,Monday,7:40:00 PM,Chicago,Dallas,45,28,0,1.0,0,133
2013,17,Sunday,3:25:00 PM,Chicago,Green Bay,28,33,0,2.0,1,134
2014,1,Sunday,12:00:00 PM,Chicago,Buffalo,20,23,1,1.0,0,135
2014,4,Sunday,12:00:00 PM,Chicago,Green Bay,17,38,0,1.0,1,136
2014,7,Sunday,12:00:00 PM,Chicago,Miami,14,27,0,0.0,0,137
2014,11,Sunday,12:00:00 PM,Chicago,Minnesota,21,13,0,2.0,1,138
2014,12,Sunday,12:00:00 PM,Chicago,Tampa Bay,21,13,0,1.0,0,139
2014,14,Thursday,7:25:00 PM,Chicago,Dallas,28,41,0,0.0,0,140
2014,15,Monday,7:30:00 PM,Chicago,New Orleans,15,31,0,2.0,0,141
2014,16,Sunday,12:00:00 PM,Chicago,Detroit,14,20,0,1.0,1,142
2011,3,Sunday,1:02:00 PM,Cincinnati,San Francisco,8,13,0,3.0,0,143
2011,4,Sunday,1:03:00 PM,Cincinnati,Buffalo,23,20,0,0.0,0,144
2011,6,Sunday,1:02:00 PM,Cincinnati,Indianapolis,27,17,0,1.0,0,145
2011,10,Sunday,1:02:00 PM,Cincinnati,Pittsburgh,17,24,0,2.0,1,146
2011,12,Sunday,1:02:00 PM,Cincinnati,Cleveland,23,20,0,3.0,1,147
2011,14,Sunday,1:02:00 PM,Cincinnati,Houston,19,20,0,0.0,0,148
2011,16,Sunday,1:02:00 PM,Cincinnati,Arizona,23,16,0,0.0,0,149
2011,17,Sunday,4:16:00 PM,Cincinnati,Baltimore,16,24,0,0.0,1,150
2012,2,Sunday,1:00:00 PM,Cincinnati,Cleveland,34,27,0,3.0,1,151
2012,5,Sunday,1:00:00 PM,Cincinnati,Miami,13,17,0,0.0,0,152
2012,7,Sunday,8:20:00 PM,Cincinnati,Pittsburgh,17,24,0,0.0,1,153
2012,9,Sunday,1:00:00 PM,Cincinnati,Denver,23,31,0,2.0,0,154
2012,10,Sunday,1:00:00 PM,Cincinnati,New York Giants,31,13,0,4.0,0,155
2012,12,Sunday,1:00:00 PM,Cincinnati,Oakland,34,10,0,3.0,0,156
2012,14,Sunday,1:00:00 PM,Cincinnati,Dallas,19,20,0,3.0,0,157
2012,17,Sunday,1:00:00 PM,Cincinnati,Baltimore,23,17,0,1.0,1,158
2013,2,Monday,8:40:00 PM,Cincinnati,Pittsburgh,20,10,0,3.0,1,159
2013,3,Sunday,1:00:00 PM,Cincinnati,Green Bay,34,30,0,1.0,0,160
2013,5,Sunday,1:00:00 PM,Cincinnati,New England,13,6,0,0.0,0,161
2013,8,Sunday,4:05:00 PM,Cincinnati,New York Jets,49,9,0,1.0,0,162
2013,11,Sunday,1:00:00 PM,Cincinnati,Cleveland,41,20,0,0.0,1,163
2013,14,Sunday,1:00:00 PM,Cincinnati,Indianapolis,42,28,0,1.0,0,164
2013,16,Sunday,1:00:00 PM,Cincinnati,Minnesota,42,14,0,0.0,0,165
2013,17,Sunday,1:00:00 PM,Cincinnati,Baltimore,34,17,0,0.0,1,166
2014,2,Sunday,1:00:00 PM,Cincinnati,Atlanta,24,10,0,4.0,0,167
2014,3,Sunday,1:00:00 PM,Cincinnati,Tennessee,33,7,0,0.0,0,168
2014,6,Sunday,1:00:00 PM,Cincinnati,Carolina,37,37,1,1.0,0,169
2014,8,Sunday,1:00:00 PM,Cincinnati,Baltimore,27,24,0,1.0,1,170
2014,9,Sunday,1:00:00 PM,Cincinnati,Jacksonville,33,23,0,1.0,0,171
2014,10,Thursday,8:25:00 PM,Cincinnati,Cleveland,3,24,0,10.0,1,172
2014,14,Sunday,1:00:00 PM,Cincinnati,Pittsburgh,21,42,0,6.0,1,173
2014,16,Monday,8:30:00 PM,Cincinnati,Denver,37,28,0,0.0,0,174
2015,2,Sunday,1:00:00 PM,Cincinnati,San Diego,24,19,0,1.0,0,175
2015,4,Sunday,1:00:00 PM,Cincinnati,Kansas City,36,21,0,1.0,0,176
2015,5,Sunday,1:00:00 PM,Cincinnati,Seattle,27,24,0,1.0,0,177
2015,9,Thursday,8:25:00 PM,Cincinnati,Cleveland,31,10,0,0.0,1,178
2015,10,Monday,8:30:00 PM,Cincinnati,Houston,6,10,0,0.0,0,179
2015,12,Sunday,1:00:00 PM,Cincinnati,St. Louis,31,7,0,0.0,0,180
2015,14,Sunday,1:00:00 PM,Cincinnati,Pittsburgh,20,33,0,0.0,1,181
2015,17,Sunday,1:00:00 PM,Cincinnati,Baltimore,24,16,0,0.0,1,182
2011,3,Monday,7:30:00 PM,Dallas,Washington,18,16,0,1.0,1,183
2011,4,Sunday,12:00:00 PM,Dallas,Detroit,30,34,0,1.0,0,184
2011,7,Sunday,3:15:00 PM,Dallas,St. Louis,34,7,0,0.0,0,185
2011,9,Sunday,12:00:00 PM,Dallas,Seattle,23,13,0,1.0,0,186
2011,10,Sunday,12:00:00 PM,Dallas,Buffalo,44,7,0,2.0,0,187
2011,12,Thursday,3:15:00 PM,Dallas,Miami,20,19,0,0.0,0,188
2011,14,Sunday,7:20:00 PM,Dallas,New York Giants,34,37,0,0.0,1,189
2011,16,Saturday,3:15:00 PM,Dallas,Philadelphia,7,20,0,0.0,1,190
2012,3,Sunday,12:00:00 PM,Dallas,Tampa Bay,16,10,0,4.0,0,191
2012,4,Monday,7:30:00 PM,Dallas,Chicago,18,34,0,6.0,0,192
2012,8,Sunday,3:25:00 PM,Dallas,New York Giants,24,29,0,15.0,1,193
2012,11,Sunday,12:00:00 PM,Dallas,Cleveland,23,20,1,0.0,0,194
2012,12,Thursday,3:25:00 PM,Dallas,Washington,31,38,0,5.0,1,195
2012,13,Sunday,7:20:00 PM,Dallas,Philadelphia,38,33,0,15.0,1,196
2012,15,Sunday,3:25:00 PM,Dallas,Pittsburgh,27,24,1,13.0,0,197
2012,16,Sunday,12:00:00 PM,Dallas,New Orleans,31,34,1,0.0,0,198
2013,1,Sunday,7:20:00 PM,Dallas,New York Giants,36,31,0,9.0,1,199
2013,3,Sunday,12:00:00 PM,Dallas,St. Louis,31,7,0,0.0,0,200
2013,5,Sunday,3:25:00 PM,Dallas,Denver,48,51,0,0.0,0,201
2013,6,Sunday,7:20:00 PM,Dallas,Washington,31,16,0,0.0,1,202
2013,9,Sunday,12:00:00 PM,Dallas,Minnesota,27,23,0,1.0,0,203
2013,13,Thursday,3:30:00 PM,Dallas,Oakland,31,24,0,8.0,0,204
2013,15,Sunday,3:25:00 PM,Dallas,Green Bay,36,37,0,5.0,0,205
2013,17,Sunday,7:30:00 PM,Dallas,Philadelphia,22,24,0,9.0,1,206
2014,1,Sunday,3:25:00 PM,Dallas,San Francisco,17,28,0,2.0,0,207
2014,4,Sunday,7:30:00 PM,Dallas,New Orleans,38,17,0,7.0,0,208
2014,5,Sunday,12:00:00 PM,Dallas,Houston,20,17,1,7.0,0,209
2014,7,Sunday,3:25:00 PM,Dallas,New York Giants,31,21,0,3.0,1,210
2014,8,Monday,7:30:00 PM,Dallas,Washington,17,20,1,3.0,1,211
2014,9,Sunday,12:00:00 PM,Dallas,Arizona,17,28,0,2.0,0,212
2014,13,Thursday,3:30:00 PM,Dallas,Philadelphia,10,33,0,0.0,1,213
2014,16,Sunday,3:25:00 PM,Dallas,Indianapolis,42,7,0,1.0,0,214
2015,1,Sunday,7:30:00 PM,Dallas,New York Giants,27,26,0,13.0,1,215
2015,3,Sunday,12:00:00 PM,Dallas,Atlanta,28,39,0,3.0,0,216
2015,5,Sunday,3:25:00 PM,Dallas,New England,6,30,0,7.0,0,217
2015,8,Sunday,3:25:00 PM,Dallas,Seattle,12,13,0,8.0,0,218
2015,9,Sunday,7:30:00 PM,Dallas,Philadelphia,27,33,1,8.0,1,219
2015,12,Thursday,3:30:00 PM,Dallas,Carolina,14,33,0,5.0,0,220
2015,15,Saturday,7:25:00 PM,Dallas,New York Jets,16,19,0,4.0,0,221
2015,17,Sunday,12:00:00 PM,Dallas,Washington,23,34,0,1.0,1,222
2011,1,Monday,8:15:00 PM,Denver,Oakland,20,23,0,2.0,1,223
2011,2,Sunday,2:15:00 PM,Denver,Cincinnati,24,22,0,0.0,0,224
2011,5,Sunday,2:15:00 PM,Denver,San Diego,24,29,0,0.0,1,225
2011,8,Sunday,2:05:00 PM,Denver,Detroit,10,45,0,0.0,0,226
2011,11,Thursday,6:20:00 PM,Denver,New York Jets,17,13,0,2.0,0,227
2011,14,Sunday,2:05:00 PM,Denver,Chicago,13,10,1,0.0,0,228
2011,15,Sunday,2:15:00 PM,Denver,New England,23,41,0,0.0,0,229
2011,17,Sunday,2:15:00 PM,Denver,Kansas City,3,7,0,0.0,1,230
2012,1,Sunday,6:20:00 PM,Denver,Pittsburgh,31,19,0,4.0,0,231
2012,3,Sunday,2:25:00 PM,Denver,Houston,25,31,0,1.0,0,232
2012,4,Sunday,2:05:00 PM,Denver,Oakland,37,6,0,4.0,1,233
2012,8,Sunday,6:20:00 PM,Denver,New Orleans,34,14,0,0.0,0,234
2012,11,Sunday,2:25:00 PM,Denver,San Diego,36,14,0,0.0,1,235
2012,13,Sunday,2:05:00 PM,Denver,Tampa Bay,31,23,0,0.0,0,236
2012,16,Sunday,2:05:00 PM,Denver,Cleveland,34,12,0,3.0,0,237
2012,17,Sunday,2:25:00 PM,Denver,Kansas City,38,3,0,0.0,1,238
2013,1,Thursday,6:30:00 PM,Denver,Baltimore,49,27,0,5.0,0,239
2013,3,Monday,6:40:00 PM,Denver,Oakland,37,21,0,8.0,1,240
2013,4,Sunday,2:25:00 PM,Denver,Philadelphia,52,20,0,11.0,0,241
2013,6,Sunday,2:05:00 PM,Denver,Jacksonville,35,19,0,5.0,0,242
2013,8,Sunday,2:25:00 PM,Denver,Washington,45,21,0,2.0,0,243
2013,11,Sunday,6:30:00 PM,Denver,Kansas City,27,17,0,5.0,1,244
2013,14,Sunday,2:05:00 PM,Denver,Tennessee,51,28,0,1.0,0,245
2013,15,Thursday,6:25:00 PM,Denver,San Diego,20,27,0,3.0,1,246
2014,1,Sunday,6:30:00 PM,Denver,Indianapolis,31,24,0,1.0,0,247
2014,2,Sunday,2:25:00 PM,Denver,Kansas City,24,17,0,1.0,1,248
2014,5,Sunday,2:05:00 PM,Denver,Arizona,41,20,0,7.0,0,249
2014,7,Sunday,6:30:00 PM,Denver,San Francisco,42,17,0,6.0,0,250
2014,8,Thursday,6:25:00 PM,Denver,San Diego,35,21,0,6.0,1,251
2014,12,Sunday,2:25:00 PM,Denver,Miami,39,36,0,1.0,0,252
2014,14,Sunday,2:05:00 PM,Denver,Buffalo,24,17,0,4.0,0,253
2014,17,Sunday,2:25:00 PM,Denver,Oakland,47,14,0,7.0,1,254
2015,1,Sunday,2:25:00 PM,Denver,Baltimore,19,13,0,3.0,0,255
2015,4,Sunday,2:25:00 PM,Denver,Minnesota,23,20,0,2.0,0,256
2015,8,Sunday,6:30:00 PM,Denver,Green Bay,29,10,0,0.0,0,257
2015,10,Sunday,2:25:00 PM,Denver,Kansas City,13,29,0,4.0,1,258
2015,12,Sunday,6:30:00 PM,Denver,New England,30,24,1,3.0,0,259
2015,14,Sunday,2:05:00 PM,Denver,Oakland,12,15,0,3.0,1,260
2015,16,Monday,6:30:00 PM,Denver,Cincinnati,20,17,1,1.0,0,261
2015,17,Sunday,2:25:00 PM,Denver,San Diego,27,20,0,0.0,1,262
2011,1,Thursday,7:30:00 PM,Green Bay,New Orleans,42,34,0,8.0,0,263
2011,4,Sunday,3:15:00 PM,Green Bay,Denver,49,23,0,0.0,0,264
2011,6,Sunday,12:00:00 PM,Green Bay,St. Louis,24,3,0,3.0,0,265
2011,10,Monday,7:30:00 PM,Green Bay,Minnesota,45,7,0,6.0,1,266
2011,11,Sunday,12:00:00 PM,Green Bay,Tampa Bay,35,26,0,1.0,0,267
2011,14,Sunday,3:15:00 PM,Green Bay,Oakland,46,16,0,4.0,0,268
2011,16,Sunday,7:20:00 PM,Green Bay,Chicago,35,21,0,21.0,1,269
2011,17,Sunday,12:00:00 PM,Green Bay,Detroit,45,41,0,3.0,1,270
2012,1,Sunday,3:25:00 PM,Green Bay,San Francisco,22,30,0,4.0,0,271
2012,2,Thursday,7:20:00 PM,Green Bay,Chicago,23,10,0,15.0,1,272
2012,4,Sunday,3:25:00 PM,Green Bay,New Orleans,28,27,0,3.0,0,273
2012,8,Sunday,12:00:00 PM,Green Bay,Jacksonville,24,15,0,1.0,0,274
2012,9,Sunday,12:00:00 PM,Green Bay,Arizona,31,17,0,9.0,0,275
2012,13,Sunday,12:00:00 PM,Green Bay,Minnesota,23,14,0,2.0,1,276
2012,14,Sunday,7:20:00 PM,Green Bay,Detroit,27,20,0,18.0,1,277
2012,16,Sunday,12:00:00 PM,Green Bay,Tennessee,55,7,0,9.0,0,278
2013,2,Sunday,12:00:00 PM,Green Bay,Washington,38,20,0,1.0,0,279
2013,5,Sunday,12:00:00 PM,Green Bay,Detroit,22,9,0,8.0,1,280
2013,7,Sunday,3:25:00 PM,Green Bay,Cleveland,31,13,0,6.0,0,281
2013,9,Monday,7:40:00 PM,Green Bay,Chicago,20,27,0,13.0,1,282
2013,10,Sunday,12:00:00 PM,Green Bay,Philadelphia,13,27,0,6.0,0,283
2013,12,Sunday,12:00:00 PM,Green Bay,Minnesota,26,26,1,8.0,1,284
2013,14,Sunday,12:00:00 PM,Green Bay,Atlanta,22,21,0,7.0,0,285
2013,16,Sunday,3:25:00 PM,Green Bay,Pittsburgh,31,38,0,16.0,0,286
2014,2,Sunday,3:25:00 PM,Green Bay,New York Jets,31,24,0,8.0,0,287
2014,5,Thursday,7:25:00 PM,Green Bay,Minnesota,42,10,0,4.0,1,288
2014,7,Sunday,12:00:00 PM,Green Bay,Carolina,38,17,0,1.0,0,289
2014,10,Sunday,7:30:00 PM,Green Bay,Chicago,55,14,0,15.0,1,290
2014,11,Sunday,3:25:00 PM,Green Bay,Philadelphia,53,20,0,3.0,0,291
2014,13,Sunday,3:25:00 PM,Green Bay,New England,26,21,0,8.0,0,292
2014,14,Monday,7:30:00 PM,Green Bay,Atlanta,43,37,0,11.0,0,293
2014,17,Sunday,3:25:00 PM,Green Bay,Detroit,30,20,0,6.0,1,294
2015,2,Sunday,7:30:00 PM,Green Bay,Seattle,27,17,0,13.0,0,295
2015,3,Monday,7:30:00 PM,Green Bay,Kansas City,38,28,0,4.0,0,296
2015,5,Sunday,12:00:00 PM,Green Bay,St. Louis,24,10,0,4.0,0,297
2015,6,Sunday,3:25:00 PM,Green Bay,San Diego,27,20,0,13.0,0,298
2015,10,Sunday,12:00:00 PM,Green Bay,Detroit,16,18,0,8.0,1,299
2015,12,Thursday,7:30:00 PM,Green Bay,Chicago,13,17,0,2.0,1,300
2015,14,Sunday,3:25:00 PM,Green Bay,Dallas,28,7,0,5.0,0,301
2015,17,Sunday,7:30:00 PM,Green Bay,Minnesota,13,20,0,11.0,1,302
2011,1,Sunday,12:00:00 PM,Houston,Indianapolis,34,7,0,2.0,1,303
2011,4,Sunday,12:00:00 PM,Houston,Pittsburgh,17,10,0,2.0,0,304
2011,5,Sunday,12:00:00 PM,Houston,Oakland,20,25,0,1.0,0,305
2011,8,Sunday,12:00:00 PM,Houston,Jacksonville,24,14,0,0.0,1,306
2011,9,Sunday,12:00:00 PM,Houston,Cleveland,30,12,0,0.0,0,307
2011,13,Sunday,12:00:00 PM,Houston,Atlanta,17,10,0,2.0,0,308
2011,15,Sunday,12:00:00 PM,Houston,Carolina,13,28,0,2.0,0,309
2011,17,Sunday,12:00:00 PM,Houston,Tennessee,22,23,0,0.0,1,310
2012,1,Sunday,12:00:00 PM,Houston,Miami,30,10,0,6.0,0,311
2012,4,Sunday,12:00:00 PM,Houston,Tennessee,38,14,0,1.0,1,312
2012,6,Sunday,6:20:00 PM,Houston,Green Bay,24,42,0,4.0,0,313
2012,7,Sunday,12:00:00 PM,Houston,Baltimore,43,13,0,1.0,0,314
2012,9,Sunday,12:00:00 PM,Houston,Buffalo,21,9,0,1.0,0,315
